02/01/2024 09:59;190,41
02/01/2024 10:00;190,2
02/01/2024 10:01;190,13
02/01/2024 10:02;190
02/01/2024 10:03;190
02/01/2024 10:04;189,95
02/01/2024 10:05;189,95
02/01/2024 10:06;189,99
02/01/2024 10:07;190
02/01/2024 10:08;189,99
02/01/2024 10:09;189,98
02/01/2024 10:10;189,97
02/01/2024 10:11;189,97
02/01/2024 10:12;189,97
02/01/2024 10:14;189,98
02/01/2024 10:15;189,98
02/01/2024 10:18;189,98
02/01/2024 10:19;190,11
02/01/2024 10:20;190,25
02/01/2024 10:21;190,05
02/01/2024 10:22;190,15
02/01/2024 10:23;190,15
02/01/2024 10:24;190,12
02/01/2024 10:25;190,11
02/01/2024 10:26;190,11
02/01/2024 10:27;190,11
02/01/2024 10:28;190,12
02/01/2024 10:29;190,07
02/01/2024 10:30;190,07
02/01/2024 10:31;190,07
02/01/2024 10:32;190,07
02/01/2024 10:33;190,12
02/01/2024 10:34;190,11
02/01/2024 10:35;190,09
02/01/2024 10:36;190,06
02/01/2024 10:37;190,02
02/01/2024 10:38;189,99
02/01/2024 10:40;189,87
02/01/2024 10:42;189,96
02/01/2024 10:44;189,96
02/01/2024 10:45;189,96
02/01/2024 10:46;189,96
02/01/2024 10:47;189,96
02/01/2024 10:48;189,95
02/01/2024 10:49;189,96
02/01/2024 10:50;189,96
02/01/2024 10:53;189,95
02/01/2024 10:54;189,92
02/01/2024 10:55;190
02/01/2024 10:56;190
02/01/2024 10:59;190
02/01/2024 11:01;190
02/01/2024 11:02;190
02/01/2024 11:03;190,02
02/01/2024 11:05;190,08
02/01/2024 11:06;190,1
02/01/2024 11:07;190,1
02/01/2024 11:08;190,1
02/01/2024 11:09;190,1
02/01/2024 11:10;190,1
02/01/2024 11:11;190,12
02/01/2024 11:13;190,15
02/01/2024 11:14;190,14
02/01/2024 11:15;190,15
02/01/2024 11:16;190,15
02/01/2024 11:17;190,15
02/01/2024 11:18;190,2
02/01/2024 11:19;190,25
02/01/2024 11:21;190,25
02/01/2024 11:24;190,25
02/01/2024 11:25;190,25
02/01/2024 11:26;190,24
02/01/2024 11:27;190,23
02/01/2024 11:28;190,08
02/01/2024 11:29;190,1
02/01/2024 11:30;190,1
02/01/2024 11:31;190,1
02/01/2024 11:32;190,1
02/01/2024 11:33;190,1
02/01/2024 11:35;190,1
02/01/2024 11:36;190,15
02/01/2024 11:38;190,24
02/01/2024 11:41;190,24
02/01/2024 11:43;190,15
02/01/2024 11:44;190,14
02/01/2024 11:45;190,14
02/01/2024 11:46;190,14
02/01/2024 11:47;190,15
02/01/2024 11:48;190,15
02/01/2024 11:51;190,15
02/01/2024 11:54;190,09
02/01/2024 11:55;190,15
02/01/2024 11:56;190,15
02/01/2024 11:57;190,12
02/01/2024 11:58;189,96
02/01/2024 11:59;190
